"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover in Lacs","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"INFY","EQ","01-Jul-2014","       3255.55","       3245.00","       3254.80","       3206.00","       3222.00","       3221.05","       3223.62","     582814","      18787.73","      37209","     372846","         63.97"
"INFY","EQ","02-Jul-2014","       3221.05","       3212.00","       3243.60","       3198.20","       3204.85","       3215.30","       3216.11","     764954","      24601.73","      77411","     540836","         70.70"
"INFY","EQ","03-Jul-2014","       3215.30","       3210.20","       3228.40","       3190.50","       3210.00","       3210.70","       3210.71","     938114","      30120.10","      76610","     729761","         77.79"
"INFY","EQ","04-Jul-2014","       3210.70","       3200.05","       3258.40","       3200.05","       3246.00","       3245.95","       3225.77","     719121","      23197.19","      78491","     484872","         67.43"
"INFY","EQ","07-Jul-2014","       3245.95","       3265.00","       3368.00","       3260.00","       3342.80","       3345.45","       3334.40","    1454789","      48508.51","      72438","     933001","         64.13"
"INFY","EQ","08-Jul-2014","       3345.45","       3349.00","       3406.35","       3303.05","       3320.00","       3342.15","       3351.43","    1432560","      48011.27","      87942","     834174","         58.23"
"INFY","EQ","09-Jul-2014","       3342.15","       3330.00","       3384.00","       3290.00","       3305.00","       3310.35","       3329.27","    1033844","      34419.46","      75486","     608864","         58.89"
"INFY","EQ","10-Jul-2014","       3310.35","       3315.00","       3381.70","       3250.60","       3295.00","       3292.70","       3332.24","    1418202","      47257.92","     111179","     830475","         58.56"
"INFY","EQ","11-Jul-2014","       3292.70","       3401.40","       3432.00","       3300.35","       3325.00","       3326.65","       3348.44","    1978295","      66242.09","     112001","     668633","         33.80"
"INFY","EQ","14-Jul-2014","       3326.65","       3315.00","       3315.00","       3185.80","       3225.00","       3225.25","       3222.41","    1028950","      33156.97","      73868","     506905","         49.26"
"INFY","EQ","15-Jul-2014","       3225.25","       3239.00","       3257.95","       3217.05","       3226.00","       3225.65","       3230.17","     517475","      16715.34","      45886","     323843","         62.58"
"INFY","EQ","16-Jul-2014","       3225.65","       3240.00","       3245.00","       3203.25","       3238.70","       3229.60","       3224.00","     573686","      18495.66","      33671","     309340","         53.92"
"INFY","EQ","17-Jul-2014","       3229.60","       3260.10","       3345.90","       3231.65","       3250.00","       3239.30","       3268.41","     618334","      20209.70","      38741","     261192","         42.24"
"INFY","EQ","18-Jul-2014","       3239.30","       3253.00","       3274.70","       3243.60","       3245.80","       3251.55","       3255.14","     512296","      16675.96","      46639","     283636","         55.37"
"INFY","EQ","21-Jul-2014","       3251.55","       3255.00","       3273.35","       3188.10","       3202.65","       3200.70","       3223.19","     929496","      29959.43","      45322","     665714","         71.62"
"INFY","EQ","22-Jul-2014","       3200.70","       3205.00","       3246.70","       3198.05","       3243.00","       3233.70","       3219.75","    1091670","      35149.07","      59869","     765973","         70.17"
"INFY","EQ","23-Jul-2014","       3233.70","       3249.00","       3355.00","       3249.00","       3345.30","       3349.45","       3317.62","    1478417","      49048.21","     104023","     953432","         64.49"
"INFY","EQ","24-Jul-2014","       3349.45","       3344.00","       3395.00","       3321.45","       3373.00","       3382.25","       3351.15","     696445","      23338.93","      49756","     390160","         56.02"
"INFY","EQ","25-Jul-2014","       3382.25","       3399.00","       3399.00","       3304.70","       3364.00","       3352.20","       3346.00","     667209","      22324.82","      52068","     352074","         52.77"
"INFY","EQ","28-Jul-2014","       3352.20","       3345.00","       3387.00","       3320.85","       3356.00","       3371.10","       3365.08","     575181","      19355.30","      43307","     337369","         58.65"
"INFY","EQ","30-Jul-2014","       3371.10","       3394.00","       3394.00","       3345.60","       3363.25","       3372.20","       3374.52","    1241840","      41906.15","      40408","     941660","         75.83"
"INFY","EQ","31-Jul-2014","       3372.20","       3380.00","       3394.90","       3343.20","       3365.00","       3367.65","       3370.40","    1057146","      35630.10","      49566","     739071","         69.91"
"INFY","EQ","01-Aug-2014","       3367.65","       3350.00","       3392.00","       3330.00","       3337.05","       3341.30","       3356.46","     950876","      31915.81","      54025","     665412","         69.98"
"INFY","EQ","04-Aug-2014","       3341.30","       3355.00","       3482.90","       3349.30","       3460.10","       3465.55","       3441.10","    1635870","      56291.86","      96977","     955223","         58.39"
"INFY","EQ","05-Aug-2014","       3465.55","       3476.00","       3520.00","       3470.05","       3515.20","       3513.00","       3497.35","    1373203","      48025.66","      63849","     784627","         57.14"
"INFY","EQ","06-Aug-2014","       3513.00","       3525.00","       3608.35","       3525.00","       3560.00","       3575.85","       3576.24","    2250523","      80484.06","      97143","    1401341","         62.27"
"INFY","EQ","07-Aug-2014","       3575.85","       3499.00","       3544.40","       3482.35","       3500.05","       3507.35","       3519.28","     969278","      34111.65","      44860","     549948","         56.74"
"INFY","EQ","08-Aug-2014","       3507.35","       3500.00","       3520.00","       3475.00","       3480.00","       3482.65","       3490.85","     476419","      16631.07","      29694","     222554","         46.71"
"INFY","EQ","11-Aug-2014","       3482.65","       3524.00","       3583.70","       3510.00","       3579.15","       3573.50","       3546.87","     703584","      24955.23","      51438","     441019","         62.68"
"INFY","EQ","12-Aug-2014","       3573.50","       3599.00","       3599.00","       3541.00","       3576.00","       3576.80","       3565.24","     739617","      26369.12","      30201","     491086","         66.40"
"INFY","EQ","13-Aug-2014","       3576.80","       3560.05","       3625.00","       3550.75","       3604.90","       3608.40","       3598.68","    1117670","      40221.39","      60497","     750109","         67.11"
"INFY","EQ","14-Aug-2014","       3608.40","       3608.00","       3627.70","       3586.60","       3613.05","       3612.55","       3611.30","     845310","      30526.65","      44081","     611830","         72.38"
"INFY","EQ","18-Aug-2014","       3612.55","       3612.00","       3612.00","       3550.00","       3558.00","       3559.80","       3573.30","     847236","      30274.27","      77550","     569700","         67.24"
"INFY","EQ","19-Aug-2014","       3559.80","       3561.00","       3589.00","       3530.00","       3551.20","       3547.80","       3558.33","     803103","      28577.05","      63828","     513281","         63.91"
"INFY","EQ","20-Aug-2014","       3547.80","       3563.00","       3582.50","       3547.00","       3555.00","       3554.55","       3557.95","     492278","      17514.99","      36010","     239444","         48.64"
"INFY","EQ","21-Aug-2014","       3554.55","       3556.25","       3563.40","       3530.00","       3544.00","       3548.95","       3543.05","     537360","      19038.95","      54150","     375028","         69.79"
"INFY","EQ","22-Aug-2014","       3548.95","       3548.95","       3608.00","       3548.00","       3596.00","       3601.00","       3590.92","     606880","      21792.60","      58447","     385869","         63.58"
"INFY","EQ","25-Aug-2014","       3601.00","       3599.00","       3635.70","       3562.05","       3626.10","       3627.80","       3614.71","     524794","      18969.77","      43844","     285739","         54.45"
"INFY","EQ","26-Aug-2014","       3627.80","       3622.00","       3640.00","       3600.00","       3610.35","       3624.15","       3621.51","     730266","      26446.64","      60788","     466384","         63.86"
"INFY","EQ","27-Aug-2014","       3624.15","       3630.00","       3650.00","       3601.10","       3633.00","       3630.55","       3634.05","     696234","      25301.52","      60034","     453420","         65.12"
"INFY","EQ","28-Aug-2014","       3630.55","       3629.00","       3633.65","       3581.20","       3595.00","       3598.80","       3602.80","     949913","      34223.44","      60314","     706223","         74.35"
"INFY","EQ","01-Sep-2014","       3598.80","       3610.05","       3618.90","       3585.00","       3600.00","       3599.65","       3601.90","     455394","      16402.84","      38596","     275452","         60.49"
"INFY","EQ","02-Sep-2014","       3599.65","       3600.00","       3625.00","       3555.55","       3622.80","       3613.75","       3591.56","     447979","      16089.45","      50768","     259495","         57.93"
"INFY","EQ","03-Sep-2014","       3613.75","       3610.00","       3746.40","       3610.00","       3730.00","       3734.25","       3700.78","    1482195","      54852.74","      79834","     893210","         60.26"
"INFY","EQ","04-Sep-2014","       3734.25","       3725.00","       3725.00","       3697.85","       3709.45","       3708.75","       3707.61","     779808","      28912.24","      56359","     551429","         70.71"
"INFY","EQ","05-Sep-2014","       3708.75","       3732.00","       3795.00","       3705.35","       3730.00","       3730.75","       3739.46","     808544","      30235.19","      44496","     440576","         54.49"
"INFY","EQ","08-Sep-2014","       3730.75","       3732.70","       3790.50","       3732.70","       3777.35","       3781.65","       3757.79","     814662","      30613.32","      40571","     641065","         78.69"
"INFY","EQ","09-Sep-2014","       3781.65","       3748.00","       3755.45","       3720.00","       3735.00","       3736.05","       3732.88","     539600","      20142.61","      28972","     372306","         69.00"
"INFY","EQ","10-Sep-2014","       3736.05","       3708.00","       3708.00","       3660.00","       3670.90","       3667.30","       3674.71","     635094","      23337.83","      36897","     431077","         67.88"
"INFY","EQ","11-Sep-2014","       3667.30","       3674.00","       3699.70","       3630.60","       3690.00","       3684.15","       3675.39","     626629","      23031.05","      55388","     314811","         50.24"
"INFY","EQ","12-Sep-2014","       3684.15","       3688.00","       3708.00","       3650.00","       3673.95","       3669.90","       3670.02","     488444","      17926.00","      36413","     275847","         56.47"
"INFY","EQ","15-Sep-2014","       3669.90","       3665.00","       3668.00","       3627.30","       3653.00","       3641.30","       3640.98","     619850","      22568.62","      26770","     469040","         75.67"
"INFY","EQ","16-Sep-2014","       3641.30","       3646.00","       3690.50","       3623.60","       3654.00","       3651.25","       3657.57","     629363","      23019.40","      28843","     352167","         55.96"
"INFY","EQ","17-Sep-2014","       3651.25","       3679.90","       3748.10","       3671.10","       3740.00","       3741.05","       3716.60","     990765","      36822.78","      72821","     649565","         65.56"
"INFY","EQ","18-Sep-2014","       3741.05","       3673.95","       3729.70","       3654.45","       3702.00","       3697.00","       3695.91","    1138097","      42063.03","      62542","     642022","         56.41"
"INFY","EQ","19-Sep-2014","       3697.00","       3699.00","       3787.90","       3681.30","       3691.95","       3702.05","       3720.51","    1844377","      68620.26","      72183","    1211664","         65.70"
"INFY","EQ","22-Sep-2014","       3702.05","       3680.00","       3682.75","       3632.00","       3650.80","       3650.60","       3647.74","    1076505","      39268.06","      73409","     803576","         74.65"
"INFY","EQ","23-Sep-2014","       3650.60","       3645.00","       3683.45","       3595.55","       3604.00","       3607.10","       3648.83","    1620288","      59121.58","      79696","    1333894","         82.32"
"INFY","EQ","24-Sep-2014","       3607.10","       3630.00","       3672.25","       3598.25","       3640.00","       3644.80","       3646.42","     695570","      25363.39","      41205","     434252","         62.43"
"INFY","EQ","25-Sep-2014","       3644.80","       3650.00","       3718.80","       3646.00","       3705.00","       3691.00","       3683.38","    3121939","     114992.88","      95343","    2656326","         85.09"
"INFY","EQ","26-Sep-2014","       3691.00","       3685.00","       3720.25","       3660.50","       3683.00","       3680.15","       3683.26","    1108105","      40814.43","      52971","     802437","         72.42"
"INFY","EQ","29-Sep-2014","       3680.15","       3701.00","       3760.95","       3681.10","       3750.00","       3749.05","       3737.72","     624518","      23342.75","      34676","     381434","         61.08"
"INFY","EQ","30-Sep-2014","       3749.05","       3744.20","       3756.30","       3701.10","       3750.30","       3747.75","       3736.81","     865921","      32357.85","      40128","     568224","         65.62"
"INFY","EQ","01-Oct-2014","       3747.75","       3722.00","       3859.95","       3722.00","       3849.00","       3847.30","       3817.91","    1183858","      45198.66","      67772","     712569","         60.19"
"INFY","EQ","07-Oct-2014","       3847.30","       3769.30","       3892.95","       3769.30","       3833.90","       3831.30","       3843.16","    2507932","      96383.72","     125004","    1803859","         71.93"
"INFY","EQ","08-Oct-2014","       3831.30","       3785.00","       3792.00","       3641.00","       3650.25","       3650.15","       3691.49","    2540960","      93799.28","     132545","    1800583","         70.86"
"INFY","EQ","09-Oct-2014","       3650.15","       3700.00","       3714.00","       3625.90","       3661.00","       3646.80","       3659.89","    1554104","      56878.44","      82868","     938118","         60.36"
"INFY","EQ","10-Oct-2014","       3646.80","       3660.00","       3908.00","       3572.70","       3884.20","       3888.65","       3843.70","    5736632","     220499.11","     261112","    1772219","         30.89"
"INFY","EQ","13-Oct-2014","       3888.65","       3889.30","       3985.00","       3889.30","       3941.55","       3942.55","       3949.14","    2215873","      87507.97","     137744","    1185958","         53.52"
"INFY","EQ","14-Oct-2014","       3942.55","       3965.00","       3965.00","       3900.00","       3916.55","       3918.30","       3926.59","     857564","      33672.99","      90853","     396102","         46.19"
"INFY","EQ","16-Oct-2014","       3918.30","       3900.10","       3938.30","       3854.35","       3875.00","       3865.30","       3894.30","    1252174","      48763.44","      90767","     887400","         70.87"
"INFY","EQ","17-Oct-2014","       3865.30","       3864.90","       3922.80","       3837.10","       3860.00","       3851.65","       3872.74","    1023752","      39647.21","      68938","     641281","         62.64"
"INFY","EQ","20-Oct-2014","       3851.65","       3853.00","       3862.55","       3802.10","       3810.40","       3812.35","       3819.84","     962840","      36778.94","      76003","     659869","         68.53"
"INFY","EQ","21-Oct-2014","       3812.35","       3849.90","       3849.90","       3710.00","       3775.00","       3772.95","       3740.05","    3260173","     121932.15","      85424","    2468508","         75.72"
"INFY","EQ","22-Oct-2014","       3772.95","       3809.30","       3811.90","       3776.20","       3791.50","       3796.05","       3795.28","     669165","      25396.70","      37920","     438927","         65.59"
"INFY","EQ","23-Oct-2014","       3796.05","       3804.85","       3813.45","       3797.15","       3809.00","       3805.05","       3804.25","      81303","       3092.97","       5901","      51361","         63.17"
"INFY","EQ","27-Oct-2014","       3805.05","       3850.00","       3850.00","       3782.20","       3803.00","       3803.05","       3801.51","     595969","      22655.85","      42458","     408920","         68.61"
"INFY","EQ","28-Oct-2014","       3803.05","       3765.00","       3812.35","       3765.00","       3790.00","       3788.25","       3788.50","     833296","      31569.41","      71255","     607724","         72.93"
"INFY","EQ","29-Oct-2014","       3788.25","       3812.95","       3892.70","       3812.95","       3889.80","       3881.45","       3855.00","    1028667","      39655.07","      56912","     628430","         61.09"
"INFY","EQ","30-Oct-2014","       3881.45","       3896.00","       3981.25","       3896.00","       3945.00","       3946.55","       3951.35","    1905651","      75299.01","      86001","    1344764","         70.57"
"INFY","EQ","31-Oct-2014","       3946.55","       3987.05","       4066.00","       3987.05","       4054.00","       4051.25","       4029.31","    1083850","      43671.63","      83031","     630701","         58.19"
"INFY","EQ","03-Nov-2014","       4051.25","       4076.90","       4110.00","       4032.45","       4087.00","       4085.90","       4073.25","    1072301","      43677.50","      72238","     602867","         56.22"
"INFY","EQ","05-Nov-2014","       4085.90","       4085.00","       4154.00","       4057.00","       4133.00","       4124.80","       4097.25","    1280135","      52450.34","      64758","     857807","         67.01"
"INFY","EQ","07-Nov-2014","       4124.80","       4118.30","       4183.00","       4118.30","       4160.00","       4166.60","       4160.01","    1246300","      51846.19","      80884","     822175","         65.97"
"INFY","EQ","10-Nov-2014","       4166.60","       4175.05","       4181.10","       4140.00","       4164.05","       4165.50","       4160.64","     699271","      29094.18","      53788","     447849","         64.05"
"INFY","EQ","11-Nov-2014","       4165.50","       4165.00","       4165.00","       4103.80","       4119.00","       4125.20","       4124.83","     781886","      32251.49","      62444","     537286","         68.72"
"INFY","EQ","12-Nov-2014","       4125.20","       4121.00","       4150.70","       4097.10","       4104.30","       4106.00","       4119.66","     674112","      27771.09","      33273","     426605","         63.28"
"INFY","EQ","13-Nov-2014","       4106.00","       4122.00","       4201.05","       4112.40","       4198.90","       4178.60","       4156.52","     619585","      25753.17","      38025","     357174","         57.65"
"INFY","EQ","14-Nov-2014","       4178.60","       4194.00","       4211.45","       4174.00","       4182.90","       4191.65","       4193.66","     654147","      27432.73","      60075","     410483","         62.75"
"INFY","EQ","17-Nov-2014","       4191.65","       4185.00","       4227.90","       4148.10","       4210.00","       4218.45","       4183.79","     682273","      28544.90","      42830","     449179","         65.84"
"INFY","EQ","18-Nov-2014","       4218.45","       4225.00","       4227.80","       4172.10","       4187.00","       4182.35","       4187.24","     658390","      27568.39","      56184","     478698","         72.71"
"INFY","EQ","19-Nov-2014","       4182.35","       4180.00","       4189.95","       4139.75","       4185.00","       4173.35","       4158.86","     650140","      27038.43","      49340","     404918","         62.28"
"INFY","EQ","20-Nov-2014","       4173.35","       4190.00","       4232.50","       4183.85","       4217.00","       4225.60","       4212.62","     668491","      28160.98","      47251","     393465","         58.86"
"INFY","EQ","21-Nov-2014","       4225.60","       4170.00","       4179.00","       4101.60","       4144.00","       4146.15","       4149.46","    1307909","      54271.22","      69014","     974499","         74.51"
"INFY","EQ","24-Nov-2014","       4146.15","       4200.00","       4281.65","       4191.95","       4276.00","       4275.10","       4249.73","    1380930","      58685.83","      74227","     795024","         57.57"
"INFY","EQ","25-Nov-2014","       4275.10","       4295.00","       4319.95","       4246.00","       4300.00","       4303.20","       4292.59","    1860822","      79877.52","     117146","    1166938","         62.71"
"INFY","EQ","26-Nov-2014","       4303.20","       4300.00","       4317.70","       4271.60","       4306.00","       4300.45","       4292.64","     991350","      42555.08","      53341","     644998","         65.06"
"INFY","EQ","27-Nov-2014","       4300.45","       4321.90","       4376.40","       4312.00","       4369.50","       4365.90","       4355.69","    2173629","      94676.55","      74048","    1604680","         73.82"
"INFY","EQ","28-Nov-2014","       4365.90","       4370.10","       4398.00","       4343.40","       4344.00","       4359.85","       4370.52","    1793408","      78381.31","      54548","    1348926","         75.22"
"INFY","EQ","01-Dec-2014","       4359.85","       4387.00","       4402.20","       4292.60","       4348.95","       4349.85","       4350.63","    2292733","      99748.43","      69001","    1743413","         76.04"
"INFY","EQ","02-Dec-2014","       4349.85","       2164.95","       2164.95","       2115.00","       2127.10","       2126.60","       2135.45","    2663748","      56883.10","      80363","    1901498","         71.38"
"INFY","EQ","03-Dec-2014","       2126.60","       2101.50","       2132.95","       2084.55","       2124.50","       2123.50","       2109.03","    3193761","      67357.29","     121736","    2405791","         75.33"
"INFY","EQ","04-Dec-2014","       2123.50","       2110.00","       2144.90","       2095.00","       2103.50","       2101.80","       2111.17","    2349807","      49608.48","      76687","    1853261","         78.87"
"INFY","EQ","05-Dec-2014","       2101.80","       2115.00","       2116.60","       2059.80","       2063.40","       2070.30","       2078.79","    1839690","      38243.21","      81929","    1308014","         71.10"
"INFY","EQ","08-Dec-2014","       2070.30","       2009.00","       2019.00","       1957.75","       1972.00","       1970.15","       1988.57","   41580102","     826850.68","     199122","   33879492","         81.48"
"INFY","EQ","09-Dec-2014","       1970.15","       1982.75","       1986.00","       1952.45","       1966.10","       1964.80","       1966.33","    2512615","      49406.18","     100292","    1545221","         61.50"
"INFY","EQ","10-Dec-2014","       1964.80","       1966.00","       1985.00","       1959.10","       1963.00","       1963.75","       1969.06","    1951178","      38419.93","      61729","    1370390","         70.23"
"INFY","EQ","11-Dec-2014","       1963.75","       1951.00","       1953.95","       1915.00","       1919.35","       1921.05","       1927.77","    2071483","      39933.53","      85589","    1455706","         70.27"
"INFY","EQ","12-Dec-2014","       1921.05","       1939.05","       1960.40","       1918.10","       1940.30","       1938.65","       1939.30","    3643125","      70651.30","     124280","    2685944","         73.73"
"INFY","EQ","15-Dec-2014","       1938.65","       1904.95","       1957.25","       1904.90","       1923.75","       1924.80","       1922.57","    3241571","      62321.44","      71918","    2656705","         81.96"
"INFY","EQ","16-Dec-2014","       1924.80","       1925.70","       1951.60","       1925.70","       1936.65","       1938.00","       1941.12","    4448189","      86344.64","     112848","    3603171","         81.00"
"INFY","EQ","17-Dec-2014","       1938.00","       1936.00","       1955.50","       1896.30","       1939.25","       1938.50","       1933.57","    4462944","      86294.26","     106182","    3239122","         72.58"
"INFY","EQ","18-Dec-2014","       1938.50","       1954.00","       1981.80","       1944.75","       1969.00","       1965.90","       1963.60","    4987495","      97934.55","     115260","    4119933","         82.61"
"INFY","EQ","19-Dec-2014","       1965.90","       1997.60","       2008.00","       1986.00","       1995.50","       1998.65","       1995.87","    3573658","      71325.47","     110672","    2935677","         82.15"
"INFY","EQ","22-Dec-2014","       1998.65","       2006.00","       2010.10","       1975.35","       2000.00","       1999.60","       1988.91","    2616276","      52035.25","      78654","    2087445","         79.79"
"INFY","EQ","23-Dec-2014","       1999.60","       2000.85","       2021.90","       1963.60","       1970.20","       1971.65","       1988.42","    2049238","      40747.40","      82095","    1369978","         66.85"
"INFY","EQ","24-Dec-2014","       1971.65","       1976.00","       1987.00","       1915.05","       1932.00","       1930.55","       1937.83","    6834872","     132448.38","      71870","    5381741","         78.74"
